Noakhali_text,Formal_text
হেতাগো জানার কতা ন,তাদের জানার কথা নয়
বড়ো মামা  বিদেশ তুন আইছেন,বড়ো মামা  বিদেশ থেকে এসেছেন
ক্লাসে কোন বিষয় লই কতা কইছিলেন?,ক্লাসে কোন বিষয় নিয়ে কথা বলছিলেন?
কিল্লেই হলাশের কথাত বিরক্ত অইছিলো?,কেন পলাশের কথায় বিরক্ত হয়েছিল
ইচ্ছা আছিলো কোনো জায়গাত ঘুইরতাম যাইয়ুম,ইচ্ছা ছিল কোনো জায়গায় ঘুরতে যাব
অনেকবার লালবাগ কেল্লার কতা হুইনছি,অনেকবার লালবাগ কেল্লার কথা শুনেছি
ঠিক করা অইলো বেকে মিলি হিয়ানে যাইয়ুম,ঠিক করা হলো সবাই মিলে সেখানে যাব
আর মামতো বোনও যাইতে চাইলো,আমার মামাতো বোনও যেতে চাইল
লেই শিক্ষকের কাছে জমা দাও,লিখে শিক্ষকের কাছে জমা দাও
বেক অঞ্চলের মাইনষের ভাষা এক রকমের ন,সব অঞ্চলের মানুষের ভাষা এক রকমের নয়
অনেক শব্দের উচ্চারণ আলাদা অয়,অনেক শব্দের উচ্চারণ আলাদা হয়
দইণের জেলা কক্সবাজার,দক্ষিণের জেলা কক্সবাজার
সাড়ে চাইরটায় বেকে মাঠে আইয়নের কতা,সাড়ে চারটায় সবার মাঠে আসার কথা
আইজ কোনো খেলা অইতো ন,আজ কোনো খেলা হবে না
ওকগা হোড়াবাড়ি আছে,একটা পোড়োবাড়ি আছে
ইয়ানে কী কইরতেছো তোমরা?,এখানে কী করছো তোমরা?
চাইরপাশে কত্ত বড্ডা বড্ডা গাছ,চারপাশে কত বড়ো বড়ো গাছ!
দিনের বেলাত ও বাড়ির ভিতরকান অন্ধকার অই থায়,দিনের বেলাতেও বাড়ির ভিতরটা অন্ধকার হয়ে থাকে
রেলগাড়ি চলে রেললাইনের উপর দি,রেলগাড়ি চলে রেললাইনের উপর দিয়ে
উপহার হাইতে বেকের ভালা লাগে,উপহার পেতে প্রত্যেকের ভালো লাগে
যেতাগোরে চিনিনা হেতাগো উপহার গ্রহণ করি না,অচেনা লোকের উপহার গ্রহণ করি না
উপহার দিতে অনেকের ভালা লাগে,উপহার দিতে অনেকের ভালো লাগে
খেলার মাডে আমরা রোজ খেইলতে যাই,খেলার মাঠে আমরা রোজ খেলতে যাই
ওকগা চানাচুরওয়ালারে দেয়া যায়,এক চানাচুরওয়ালাকে দেখা যায়
হেতে চানাচুর বেইচতে আইয়ে,তিনি চানাচুর বিক্রি করতে আসেন
তুমি ভালো আছি জানি খুশি অইলাম,তুমি ভালো আছ জেনে খুশি হলাম
চিঠি সাধারণত খামে ভরি হাডানো অয়,চিঠি সাধারণত খামে ভরে পাঠানো হয়
"খাওন দাওনের কতা কই লাভ নাই, দুঃখ হাইবা","খাওয়া-দাওয়ার কথা বলে লাভ নেই, দুঃখ পাবে"
তবে বাঁচি আছি আর খুব ভালা আছি,তবে বেঁচে আছি ও খুব ভালো আছি
তোমরা ভালো আছ জানি খুশি অইলাম,তোমরা ভালো আছ জেনে খুশি হলাম
আর লাই বেশি চিন্তা কইরো না,আমার জন্য বেশি চিন্তা কোরো না
অন ঘরে ঘরে টেলিভিশন দেন যায়,এখন ঘরে ঘরে টেলিভিশন দেখা যায়
"টেলিভিশনে কতা হুনা যায়, ছবিও দেন যায়","টেলিভিশনে কথা শোনা যায়, ছবিও দেখা যায়"
রেডিওত এলা কতা হুনা যায়,রেডিওতে কেবল কথা শোনা যায়
হাজার বছর আগে বেক বেডারাই ধুতি হইরতো,হাজার বছর আগে সব পুরুষই পরত ধুতি পরত
হেক্তেও মাইয়ারা আঁচল টানি ঘোমটা দি্তো,তখনো মেয়েরা আঁচল টেনে ঘোমটা দিত
ভাত বাঙালির বহুকালের প্রিয় খাদ্য,ভাত বাঙালির বহুকালের প্রিয় খাদ্য
মেয়েরা বাগান করতে ভালোবাসত,মেয়েরা বাগান করতে ভালোবাসত
মেয়েরা সাঁতার কাটতে ভালোবাসত,মেয়েরা সাঁতার কাটতে ভালোবাসত
বড়লোকেরা ঘোড়া আর হাতির খেলা দেইখতো,ধনী লোকেরা ঘোড়া আর হাতির খেলা দেখত
যাতায়াতের হধান উপায় আছিল নৌকা,যাতায়াতের প্রধান উপায় ছিল নৌকা
বড়ো বোইনের ঘরে হের লাই ছোডো খাট দেওয়া অইলো,বড়ো বোনের ঘরে তার জন্যে ছোটো খাট দেওয়া হলো
হের কাছে বেক দেশের টেয়া আছে,তার কাছে সব দেশের টাকা আছে
হে তোরে কিছু উপহার দিলো না?,সে তোকে কিছু উপহার দিলো না?
আম্মা নানারে এককান চিডি লিখছেন,আম্মা নানাকে একটা চিঠি লিখছেন
আর নামের হয়োজন অয় না,আমাদের নামের প্রয়োজন হয় না
আমরা এন্নেই হরিচয় রাইখতাম হারি,আমরা এমনিতেই পরিচয় রাখতে পারি
তোয়ারে এককান উপহার দিতাম চাই,তোমাকে একটা উপহার দিতে চাই
হেটা টেবিলের উপরে রান আছিলো,সেটি টেবিলের উপরে রাখা ছিল
আর হিরিয় ওকগা বই আজি গেছে,আমার প্রিয় একটা বই হারিয়ে গেছে
হোন করি জানাইছে,ফোন করে জানাল
হেতার হিরিয় ওকগা বই আজি গেছে,তার প্রিয় একটা বই হারিয়ে গেছে
কুনগা নিয়ছে ?,কে নিয়েছে ?
হেডার ব্যাপারে নিশ্চিত ন,সে ব্যাপারে নিশ্চিত নই
হে হয়তো হড়ার লাইয়ে নিছে,সে হয়তো পড়ার জন্যই নিয়েছে
কোনো ব্যাপারে নিশ্চিত না অই কাউরে দোষ দেওন ঠিক ন,কোনো ব্যাপারে নিশ্চিত না হয়ে কাউকে দোষ দেওয়া ঠিক নয়
"যে নিছে, হে হয়তো হড়ার লাইয়ে নিছে","যে নিয়েছে, সে হয়তো পড়ার জন্যই নিয়েছে"
বইকান হাওন যায় কি না,বইটা পাওয়া যায় কি না
বইকান হাওয়া গেছে,বইটা পাওয়া গেছে
আব্বা বইকান বুকশেলফে তুলি রাখছিলেন,বাবা বইটা বুকশেলফে তুলে রেখেছিলেন
হেতনে বুইঝতেও হারেনো,তিনি বুঝতেও পারেননি
আর হারুলও না বুঝি অন্যগো দোষ দিতেআছিলো,আর পারুলও না বুঝে অন্যদের দোষ দিচ্ছিল
তুমি আরে দোষ দিতেছো কিল্লেই ?,তুমি আমাকে দোষ দিচ্ছ কেন ?
হেতে রাতের ট্রেইনে রাজশাহী তুন রওনা দিছিলো,সে রাতের ট্রেনে রাজশাহী থেকে রওনা দিয়েছিল
এই হথম হেতে ঢাক আইছে,এই প্রথম সে ঢাকায় এসেছে
বাসায় যাওনের হথে ফ্লাইওভার ছাই হাবিব অবাক অই গেছে,বাসায় যাওয়ার পথে ফ্লাইওভার দেখে হাবিব অবাক হয়ে গেল
এইডা হেতার মনে অইলো দোতলা রাস্তা,এটাকে তার মনে হলো দোতলা রাস্তা
রাস্তার হাশে ওকগা হুলের দোয়ান,রাস্তার পাশে একটি ফুলের দোকান
মেলা ধরণের হুল থরে থরে হাজানো আছে,নানা রকম ফুল থরে থরে সাজানো রয়েছে
হেটার ঠিক হাশেই ওকগা হলের দোয়ান,তার ঠিক পাশেই একটা ফলের দোকান
হিয়ান তুন বড্ডা আপা কিছু হেয়ারা কিনলো,সেখান থেকে বড়ো বোন কিছু পেয়ারা কিনল
বেকের লগে কুশল বিনিময় অইলো,সবার সাথে কুশল বিনিময় হলো
টেবিলে নাশতা দেওন আছিলো,টেবিলে নাশতা দেওয়া ছিল
হাত-মুক ধুই হে নাশতা কইরতে বইছে,হাত-মুখ ধুয়ে সে নাশতা করতে বসল
হেদিন আছিলো বাংলাদেশ দলের ক্রিকেট খেলা,সেদিন ছিল বাংলাদেশ দলের ক্রিকেট খেলা
খাওয়া শেষ করিয়ে টেলিভিশনের সামনে যাই বইলো,খাওয়া শেষ করেই টেলিভিশনের সামনে গিয়ে বসল
বেগগিন মিলাই হেতার খুব আনন্দ হইতেছিলো,সব মিলিয়ে তার খুব আনন্দ হচ্ছিল
মাইয়া কী কাণ্ড কইরছে জানো?,মেয়ে কী কাণ্ড করেছে জানো?
সোনার চুড়িকান ভাঙি দুই-টুকরা কইরছে,সোনার চুড়িটা ভেঙে দু-টুকরো করেছে
ইচ্ছা করি ভাইঙছে নাকি?,ইচ্ছা করে ভেঙেছি নাকি?
হা হিছলি হড়ি গেলাম তো কীরতাম?,পা পিছলে পড়ে গেলাম তো কী করব?
আর যে দুক্কু লাইগলো হেইডা বুঝি কিছু ন,আমার যে ব্যথা লাগল সেটা বুঝি কিছু নয়
মাইয়ারে হইড়তে দিছিলেন,মেয়েকে পরতে দিয়েছিলেন
আর নানা সুস্থ,আমার নানা সুস্থ
রোগীরে হাসপাতালে ভর্তি অইতে অইবো,রোগীকে হাসপাতালে ভর্তি হতে হবে
এদ্দুরার জাগা হাসপাতাল আই আগে দেইনো,এত বড়ো হাসপাতাল আমি আগে দেখিনি
আরে দেই খুব খুশি অইলো,আমাকে দেখে খুব খুশি হলো
আই অন্যের লগে কতা কই,আমি অন্যের সাথে কথা বলি
হেতোনে বিদেশ তুন আইছেন,তিনি বিদেশ থেকে এসেছেন
হেতনে কোন বিষয় লই কতা কইছিলেন?,তিনি কোন বিষয় নিয়ে কথা বলছিলেন?
চলো ঐতিহাসিক জায়গাত ঘুইরতে যাইয়ুম,চলো ঐতিহাসিক জায়গাইয় ঘুরতে যাব
ঠিক করন অইলো বেকে মিলি যাইয়ুম,ঠিক করা হলো সবাই মিলে যাব
আঙ্গো যানের কতা হুনি হেতেও যাইতে চাইল,আমাদের যাওয়ার কথা শুনে সেও যাইতে চাইল
বেক মাইনষের ভাষা এক রকম ন,সব মানুষের ভাষা এক রকমের নয়
হেতে মাডে আইয়েনো,সে মাঠে আসেনি
জরুরি সভা অইবো,জরুরি সভা হবে
হাসপাতালে আই আগে যাইনো,হাসপাতালে আমি আগে যাইনি
আই অন্যের লগে কতা কই না,আমি অন্যের সাথে কথা বলি না
হেতনে কি বিদেশ তুন আইছেন,তিনি কি বিদেশ থেকে এসেছেন
বেকের ভাষা এক রকমের ন,সবার ভাষা এক রকমের নয়
হেতার কাছে মেলা টেয়া আছে,তার কাছে অনেক টাকা আছে
কোগা দিন অপেক্ষা করো,কয়েক দিন অপেক্ষা করো
আর বাসার লগে রাস্তার হাশে ওকগা হুলের দোয়ান,আমার বাসার কাছে রাস্তার পাশে একটি ফুলের দোকান
হেতার কাছে মেলা দেশের টেয়া আছে,তার কাছে অনেক দেশের টাকা আছে
আই তোয়ারে ওকগা উপহার দিতাম চাই,আমি তোমাকে একটা উপহার দিতে চাই
বেগগিন হুনি আই কইলাম,সব শুনে আমি বললাম
কোগাদিন অপেক্ষা করি চাও,কয়েক দিন অপেক্ষা করে দেখো
"কিছু দিন হরে হারুল নিজেই জানাইছে, বইকান হাওন গেছে","কিছু দিন পরে পারুল নিজেই জানাল, বইটা পাওয়া গেছে"
ওকগা বই লই এতাগাইন ঘটনা ঘডি যাইবো,এক বই নিয়ে এত ঘটনা ঘটে যাবে
হিগা না বুঝি অন্যগো দোষ দিতেআছিলো,সে না বুঝে অন্যদের দোষ দিচ্ছিল
কমলাহুর রেলস্টেশন তুন বোইনের বাসাত যাইতেছি,কমলাপুর রেলস্টেশন থেকে বোনের বাসায় যাচ্ছি
বোইনের বাসার লগে রাস্তার হাশে ওকগা হুলের দোয়ান,বোনের বাসার কাছে রাস্তার পাশে একটি ফুলের দোকান
"রজনীগন্ধা, গোলাপ, গাঁদা-সহ মেলা রকম হুল আছে দোয়ানো ","রজনীগন্ধা, গোলাপ, গাঁদা-সহ নানা রকম ফুল আছে দোকানে "
বড্ডা আপার লাই কিছু হেয়ারা কিনলো,বড়ো বোনের জন্য কিছু পেয়ারা কিনল
বড্ডা আপা কিছু হেয়ারা কিনলো,বড়ো বোন কিছু পেয়ারা কিনল
তো আই কিরতাম?,তো আমি কী করব?
সমান দুগা টুকরা অই গেছে,সমান দুটো টুকরো হয়ে গেছে
দুই-টুকরা অইলো কী করি?,দু-টুকরো হলো কী করে?
এটা আঙ্গো বাড়ি,এটা আমাদের বাড়ি
এই বাড়িকান আঙ্গো,এই বাড়িটা আমাদের
প্রথমে বালিশের তলাকান হাতড়াইলেন,প্রথমে বালিশের তলাটা হাতড়ালেন
এত সুন্দর লাগে হের,এত সুন্দর লাগে তার
শুধু রেনি থাইকতে মন চায়,শুধু তাকিয়ে থাকতে ইচ্ছে করে
হেতাগো বাগান অন্যগো বাগানের লাইন ন,তাদের বাগান অন্যদের বাগানের মতো নয়
বিশাল বড্ডা বড্ডা গাছ,বিশাল বড়ো বড়ো গাছ
হুতুলের এডার লাইয়ে খুব মন খারাপ,পুতুলের এই জন্যেই খুব মন খারাপ
গাছগুনের দিকে রেইনলেই হিগার কান্না হাই যায়,গাছগুলোর দিকে তাকালেই তার কান্না পেয়ে যায়
ছোডোরা এমন অনেক কাম করে জিগিন মুরগবিরা হছন্দ করে না,ছোটোরা অনেক কাজ করে যেগুলো বড়োরা পছন্দ করে না
হেইডাছাড়াও আরেককান কারণ আছে,তাছাড়া আরেকটা কারণও আছে
ঘরে আলো-হাওয়া হিরুম ঢুইকতে হারে না,ঘরে আলো-হাওয়া তেমন ঢুকতে পারে না
আঙ্গো চইলতেই হারে না,আমাদের চলতেই পারে না
আতে তালি দি দি কি হড়া যায়?,হাতে তালি দিয়ে দিয়ে কি পড়া যায়?
কোনানো যাওনের রাস্তা,কোথাও যাওয়ার রাস্তা
ইয়ানো বেলে ওকগা শিশুপার্ক অইবো,এখানে নাকি একটা শিশুপার্ক হবে
তোমাগো কতা হুনি আইসছি,তোমাদের কথা শুনে হাসছি
মিছা কতা কইছ না,মিথ্যা কথা বোলো না
যিগা অত্যাচার করে,যে অত্যাচার করে
মেঠো হথের দুহাশে সবুজ ধানখেত,মেঠো পথের দুপাশে সবুজ ধানখেত
হঠাৎ সামনের মাইয়াগা থমকি খাড়াইলো,হঠাৎ সামনের মেয়েটি থমকে দাঁড়াল
ধানখেত হার অইতেই ওকগা বড্ডা হুইর,ধানখেত পার হতেই একটা বড়ো পুকুর
চোখের আড়াল অই গেছে,চোখের আড়াল হয়ে গেছে
হেতে আর চোখের আড়াল অই গেছে,সে আমার চোখের আড়াল হয়ে গেছে
হিয়ানকার হানি টলটলে,সেখানকার পানি টলটলে
হুইরের হাড়ে ওকগা বড্ডা আমগাছ,পুকুরের ধারে একটা বড়ো আমগাছ
"আর মনে অইতেছে, এবার অনেক আম ধইরবো","আমার মনে হচ্ছে, এবার অনেক আম ধরবে"
আই আম খাইতে ভালাবাসি,আমি আম খেতে ভালোবাসি
হেই আমগাছের দিকে রেনি আছিলাম,সেই আমগাছের দিকে তাকিয়ে ছিলাম
আমগাছের দিকে ছাই ওকগা মাইয়া কইলো,আমগাছের দিকে তাকিয়ে একটি মেয়ে বলল
আর দিকে রেনি ওকগা মাইয়া কইলো,আমার দিকে তাকিয়ে একটি মেয়ে বলল
বেকে রেনি ছাইলো,সবাই তাকিয়ে দেখল
আমগাছে হছুর মুকুল আইছে,আমগাছে প্রচুর মুকুল এসেছে
সাদা মুকুলে আমগাছের সবুজ হাতা ঢাকা হইড়ছে,সাদা মুকুলে আমগাছের সবুজ পাতা ঢাকা পড়েছে
হেতাঁর বয়স কম-বেশি হত্তুর বছর,তাঁর বয়স কম-বেশি সত্তর বছর
হেতোনে হিগুনের কতা হুনি কইলেন,তিনি ওদের কথা শুনে বললেন
ও ঠিকই কইছে,ও ঠিকই বলেছে
"যে বছর ধান ভালা অয়, হে বছর আমের হলনও ভালা অয়","যে বছর ধান ভালো হয়, সে বছর আমের ফলনও ভালো হয়"
"বেকে যন হইড়তে বইয়ে, রাজীব তন ঘুমায়","সবাই যখন পড়তে বসে, রাজীব তখন ঘুমায়"
"বেকে যন হইড়তে বইয়ে, আই তন ঘুমাই","সবাই যখন পড়তে বসে, আমি তখন ঘুমাই"
আই ভোরে দেড়ি করি ঘুম তুন উডি,আমি সকালে দেড়ি করে ঘুম থেকে উঠি
আই ঠিকই কইছি,আমি  ঠিকই বলেছি
ভাই তন হইড়তে বইয়ে,ভাই তখন পড়তে বসে
আই সকালে হইড়তে বই,আমি সকাালে পড়তে বসি
আইজকাল কী যে কইরতেছে হোলাটা,আজকাল কী যে করছে ছেলেটা
বয়স এলা চাইর বছর হুর্ণ অইলো,বয়স সবে চার বছর পূর্ণ হলো
বেগগিনেই হিগার এলোমেলো আচরণ,সবকিছুতেই তার এলোমেলো আচরণ
আব্বা একদিন কতায় কতায় মারে কইলেন,বাবা একদিন কথায় কথায় মাকে বললেন
হোলাগার বেক কাম এরুম এলোমেলো  অইতেছে কিল্লেই?,ছেলেটার সব কাজ এমন এলোমেলো হচ্ছে কেন?
মাইয়াগার বেক কাম এরুম এলোমেলো  অইতেছে কিল্লেই?,মেয়েটার সব কাজ এমন এলোমেলো হচ্ছে কেন?
বেক কাম তো এলোমেলো  অইতেছে না,সব কাজ তো এলোমেলো হচ্ছে না
আই খাওয়াই দিলে রাজীব সময়মতন খায়,আমি খাইয়ে দিলে রাজীব সময়মতো খায়
মার কতা হুনি আব্বা হাইসলেন,মার কথা শুনে বাবা হাসলেন
"আরেককানা বড্ডা অইলে কী কইরবা, হেডাই দেনের বিষয়","আরেকটু বড়ো হলে কী করবে, সেটাই দেখার বিষয়"
আরেককানা বড্ডা অইলে কী কইরবা ?,আরেকটু বড়ো হলে কী করবে ?
"হেক্তে সময়মতো হইড়বো, ঘুমাইবো, আর খেইলবো","তখন সময়মতো পড়বে, ঘুমাবে, আর খেলবে"
বুইজার কাছে ওকগা হুরাতন সিন্দুক আছে,দাদির কাছে একটা পুরাতন সিন্দুক আছে
হেই সিন্দুক বেকসময়ে তালা দি আটকানো থায়,সেই সিন্দুক সবসময়ে তালা দিয়ে আটকানো থাকে
বহুদিন ধরি হিয়ান খোলা অয় না,বহুদিন ধরে ওটা খোলা হয় না
হেই সিন্দুকের ভিতরে কী আছে?,এই সিন্দুকের ভেতরে কী আছে?
বুইজা অবাক চোখে আর দিকে রেইনলেন,দাদি অবাক চোখে আমার দিকে তাকালেন
চাবি দি তালা খোলোনের হর বেগগিন দেইখতে হাইরবা,চাবি দিয়ে তালা খোলার পর সব দেখতে পাবে
"আর, আর তোয়ার মার অনেক গয়না আছে","আমার, আর তোমার মার অনেক গয়না আছে"
বাজার তুন চাবি বানাইন্না লোক আনাইলেন,বাজার থেকে চাবি বানানোর লোক আনালেন
তিশার লাই সিন্দুক খোলা অইলো,তিশার জন্য সিন্দুক খোলা হলো
হলাশের নানা ও নানি একইদিনে মারা যান,পলাশের নানা ও নানি একইদিনে মারা যান
নানার কঠিন অসুখ অইছিলো,নানার কঠিন অসুখ হয়েছিল
অসুখে হেতনে কয়েক বছর ভুইগছিলেন,অসুখে তিনি কয়েক বছর ভুগেছিলেন
হেতনরে হাসপাতালে নেয়া অইছিলো,তাঁকে হাসপাতালে নেওয়া হয়েছিল
কিন্তু বাঁচানো যায়নো,কিন্তু বাঁচানো যায়নি
মেলাদিন হলাশের মন খুব খারাপ আছিলো,বেশ কয়েকদিন পলাশের মন খুব খারাপ ছিল
মেলাদিন আর মন খুব খারাপ আছিলো,বেশ কয়েকদিন আমার মন খুব খারাপ ছিল
হেডার লাই তন হেতে কারও লগে কতা কইতো না,তাই তখন সে কারও সাথে কথা বলত না
মাইনষের বার্ধক্য আর মৃত্যুরে ঠেয়ান যায় না,মানুষের বার্ধক্য আর মৃত্যুকে ঠেকানো যায় না
তার হরেও হইত্তেকটা মৃত্যু মানুষরে কষ্ট দেয়,তবু প্রতিটি মৃত্যু মানুষকে কষ্ট দেয়
শেষ বলে ছয় মারি বাংলাদেশ জিতি গেছে,শেষ বলে ছয় মেরে বাংলাদেশ জিতে গেল
আহ্! কী দারুণ খেলাই না চাইলাম,আহ্! কী চমৎকার খেলাই না দেখলাম
"ছোডো বোইন চিল্লাই উইডছে, দারুণ","ছোটো বোন চিৎকার দিয়ে উঠল, দারুণ"
"বাহ্, ইরুম খেলা মেলাদিন চাইনো","বাহ্, এমন খেলা বহুদিন দেখিনি"
"আহারে! যেগুণ হারি গেছে, হিগুনের মনে অনেক কষ্ট","আহা! যারা হেরে গেল, ওদের মনে অনেক কষ্ট"
খেলাত হারজিত থাইকতেই হারে,খেলায় হারজিত থাকতেই পারে
আরে! এডার মধ্যেই দেই বিজয় মিছিল শুরু অই গেছে,আরে! এর মধ্যেই দেখি বিজয় মিছিল শুরু হয়ে গেছে
বাপরে বাপ! কত বড্ডা মিছিল,বাপরে বাপ! কত বড়ো মিছিল
ওকগা শব্দের মেলা রকম অর্থ থাইকতে হারে,একটি শব্দের অনেক রকম অর্থ থাকতে পারে
আম হায় বৈশাখে কুল হায় হাগুনে,আম পাকে বৈশাখে কুল পাকে ফাগুনে
কাঁচা ইড হাকা অয় হোড়ালে হেইডা আগুনে,কাঁচা ইট পাকা হয় পোড়ালে তা আগুনে
"রোইদে হানিতে টিকে রং, হাকা কই হেইডারে","রোদে জলে টিকে রং, পাকা কই তাহারে"
ফলারটি হাকা অয় লুচি দই আহারে,ফলারটি পাকা হয় লুচি দই আহারে
চুল হায় বয়সে,চুল পাকে বয়সে
হাকনা হোলা বেশি কতা কয় হিগা,পাকা ছেলে বেশি কথা কয় সে
কান হায় হোড়া হায়,কান পাকে ফোড়া পাকে
বুদ্ধি হাকাই তোলে লেয়াহড়া গিলিয়ে,বুদ্ধি পাকিয়ে তোলে লেখাপড়া গিলিয়ে
কতা জিগার হাকা নয় কামে হিগার ঠনঠন,কথা যার পাকা নয় কাজে তার ঠনঠন
অনেক দূরের হথ,অনেক দূরের পথ
বাসে করিই হেতের রওনা দেন লাইগলো,বাসে করেই তাঁকে রওনা দিতে হলো
"বাস তুন যন নামছে, তন সকাল অই গেছে","বাস থেকে যখন নামলেন, তখন সকাল হয়ে গেছে"
সকাল অই গেছে,সকাল হয়ে গেছে
ওকগা ভালা কাম কইরতে হাইরবেন,একটা ভালো কাজ করতে পারবেন
তোমগো কারো বিশ্বাস অইতো ন,তোমাদের কারো বিশ্বাস হবে না
কতাকান তোমগো কারো বিশ্বাস অইতো ন,কথাটি তোমাদের কারো বিশ্বাস হবে না
অনেকগুলা নতুন বই চাই আই অবাক অই কইলাম,অনেকগুলো নতুন বই দেখে  আমি অবাক হয়ে বললাম
আন্নে কি আঙ্গো বাইতে আইছেন,আপনি কি আমাদের বাড়িতে এসেছেন
হেতনে আর কতার জবাবে কিছু কইলেন না,তিনি আমার কথার জবাবে কিছু বললেন না
হেতনে আর কতার জবাবে ছোডো করি কইলেন হ্যাঁ,তিনি আমার কথার জবাবে ছোটো করে বললেন হ্যাঁ
বইগিনের দিকে রেনি আছিলাম,বইগুলোর দিকে তাকিয়ে ছিলাম
এলা হেতাঁর আতের দিকে রেনি আছিলাম,শুধু তাঁর হাতের দিকে তাকিয়ে ছিলাম
কিল্লেই হেইডা কি জাইনতে হারি?,কেন তা কি জানতে পারি?
হরে আমরা লাইব্রেরি চাইতে যাই,পরে আমরা লাইব্রেরি দেখতে যাই
"খুবই বড্ডা লাইব্রেরি সন্দেহ নাই, ব্যবস্থাও খুব ভালা","খুবই বড়ো লাইব্রেরি সন্দেহ নেই, ব্যবস্থাও খুব ভালো"
রিডিং রুমগিন ভাগ ভাগ করা রইছে,রিডিং রুমগুলো ভাগ ভাগ করা রয়েছে
শিক্ষকরাও হেতাগোর লগে আছেন,শিক্ষকরাও তাদের সাথে আছেন
যাওয়ার লগে লগে কী এককান শব্দ কইরলো,যাওয়ার সাথে সাথে কী একটা শব্দ করল
আর বেক হোলামাইয়া লাইন ধরি খাড়াই গেছে,আর সকল ছেলেমেয়ে লাইন বেঁধে দাঁড়িয়ে গেল
আমরা সালাম গ্রহণ কইরলাম,আমরা সালাম গ্রহণ করলাম
হেতারা স্লোগান আরম্ভ কইরলো,তারা স্লোগান আরম্ভ করল
আমরা বিদায় লই চলি আইলাম,আমরা বিদায় নিয়ে চলে এলাম
আই সাগর হাড়ি দিয়ুম,আমি সাগর পাড়ি দেবো
বেক দিনের লাইন হেইদিনও হিগুন খেইলতে গেছিলো,সব দিনের মতো সেদিনও ওরা খেলতে গিয়েছিল
কোগা লোক হিতা দি মাপজোখ কইরতেছে,কয়েকজন লোক ফিতা নিয়ে মাপজোখ করছে
একজনের আতে আবার মোডা ওকগা খাতা,একজনের হাতে আবার মোটা একটা খাতা
হিয়ানো কলম দি কীসব টুই রাইখছে,সেখানে কলম দিয়ে কীসব টুকে রাখছে
"কী কইরছে, হেইডাতো জানি না","কী করছে, তা তো জানি না"
কয়েকজন একলগে বলি ওডে,কয়েকজন একসঙ্গে বলে ওঠে
বদলাই যাইতেছে আঙ্গো খেলার মাঠকান তাই না?,বদলে যাচ্ছে আমাদের খেলার মাঠটা তাই না?
কোন বিষয় লই আর রাগ থাইকলে আই কিছু কইলেও হেতনে চুপ করি থাই আরে বুঝায়,কোন বিষয় নিয়ে আমার রাগ থাকলে আমি কিছু বললেও উনি চুপ করে থেকে আমাকে বুঝায়
নিজেরে হেতনে দূর্বল ভাবি ইগিন করে,নিজেকে উনি দূর্বল ভেবে এমন করে
হেতনে মানুষকানই এরুম।বেকে কয় অনেক ভাইগ্য করি নাকি এরুম স্বামী হাইছি,উনি মানুষটাই এমন সবাই বলে অনেক ভাগ্য করে নাকি এমন স্বামী পাইছি
আসলেই মানুষটার হতি আই মুগ্ধ,আসলেই মানুষটার প্রতি আমি মুগ্ধ
এই মুগ্ধতায় বিভোর থাইকতে চাই আই আজীবন,এই মুগ্ধতায় বিভোর থাকতে চাই আমি আজীবন
স্বামীর হতি আর বিন্দুমাত্র কোন অভিযোগ নাই,স্বামীর প্রতি আমার বিন্দুমাত্র কোন অভিযোগ নেই
চলো একদিন দেয়া করি হুরা শহর রিক্সা দি ঘুইরগুম,চলো একদিন দেখা করি পুরো শহর রিক্সায় ঘুরবো
ইয়ানের মাইঝখানে চাকরির হড়াশোনায় অনেকগিন ক্ষতি অই যায়,এর মাঝখানে চাকরির পড়াশোনায় বেশ খানিকটা ক্ষতি হয়ে যায়
আই আইজগা কফি খাই ন,আমি আজকে কফি খাই নাই
আর মাথাত অনেক ব্যাথা কইরতেছে,আমার মাথায় অনেক ব্যাথা করছে
তোয়ার সৌন্দর্যে আই মুগ্ধ,তোমার সৌন্দর্যে আমি মুগ্ধ
আই আইজগা সকালে হেতার লগে কতা কইছি,আমি আজকে সকালে তার সাথে কথা বলেছি
তুমি কি আরে ঘুইরতে লই যাইবা?,তুমি কি আমায় ঘুরতে নিয়ে যাবে?
আর স্বামী ৩ বছর ধরি বিদেশ আছেন,আমার স্বামী ৩ বছর ধরে বিদেশে আছেন
তুমি কি রাইতে খাইছো ?,তুমি কি রাতে খেয়েছো ?
আন্নে কি রাইতে খাইছেন ?,আপনি কি রাতে খেয়েছেন ?
হোলাগার নানার বাড়ি বরিশালে,ছেলেটির নানার বাড়ি বরিশালে
হোলাগার গ্রামের বাড়ি রাজশাহীত,ছেলেটির গ্রামের বাড়ি রাজশাহীতে
আর হেসবুক আইডিকান যদি চিড়িয়াখানা অইতো,আমার ফেসবুক আইডিটা যদি চিড়িয়াখানা হতো
ঢাকার মিরপুরে কাইলগার তুন বিদ্যুৎ যাইতেছে না কিল্লেই,ঢাকার মিরপুরে কাল থেকে বিদ্যুৎ যাচ্ছে না কেন
বিদ্যুৎ সমস্যার কি সমাধান অই গেছে ?,বিদ্যুৎ সমস্যার কি সমাধান হয়ে গেছে  ?
